N,Lmax,seed_qsk,seed_nqs,schmidt_index,exact_lambda,rbm_lambda,hrbm_lambda
24,20,1234,101,168,3.19244840743696e-07,3.598166708157879e-07,2.449214780781735e-07
24,20,1234,101,169,3.0428540884907795e-07,3.4165840910320424e-07,2.392890853693038e-07
24,20,1234,101,170,3.037830687895282e-07,3.4099704602550964e-07,2.325574510188221e-07
24,20,1234,101,171,2.915778605015209e-07,3.258210931802834e-07,2.291900305629289e-07
24,20,1234,101,172,2.89909909902277e-07,3.2256581208371154e-07,2.2309057910153302e-07
24,20,1234,101,173,2.7956411022006316e-07,3.215180409412391e-07,2.223874932888852e-07
24,20,1234,101,174,2.7552871951151175e-07,3.0358444364778014e-07,2.097474835764943e-07
24,20,1234,101,175,2.593733118611905e-07,3.0228941814285517e-07,2.0332579488991941e-07
24,20,1234,101,176,2.5561514790441475e-07,2.9768958897092687e-07,2.0258600835779303e-07
24,20,1234,101,177,2.51845515105063e-07,2.929739888013201e-07,1.9708370835431e-07
24,20,1234,101,178,2.480796851034099e-07,2.886147559715256e-07,1.8922604407769193e-07
24,20,1234,101,179,2.3658757148699075e-07,2.83620828724516e-07,1.8790222201540882e-07
24,20,1234,101,180,2.331333835393538e-07,2.7772221513408337e-07,1.8348281940065763e-07
24,20,1234,101,181,2.2592920079925838e-07,2.615300152686991e-07,1.7896396686747217e-07
24,20,1234,101,182,2.24437097010629e-07,2.580577935806918e-07,1.7522523283453792e-07
24,20,1234,101,183,2.1978658220776162e-07,2.424674971848483e-07,1.7231008393162758e-07
24,20,1234,101,184,2.1715028410891314e-07,2.39213585807036e-07,1.6761792337658635e-07
24,20,1234,101,185,2.0694417124085153e-07,2.3546470499354012e-07,1.655074135987758e-07
24,20,1234,101,186,1.9935207300030358e-07,2.353797538223714e-07,1.598833314789928e-07
24,20,1234,101,187,1.9704729917426713e-07,2.2377164541348018e-07,1.5815271608829268e-07
24,20,1234,101,188,1.9253364188102935e-07,2.2119289428259277e-07,1.5562832237222442e-07
24,20,1234,101,189,1.9206194622090424e-07,2.137968936374607e-07,1.537765956499121e-07
24,20,1234,101,190,1.889691385805617e-07,2.1193952581668405e-07,1.445900251734861e-07
24,20,1234,101,191,1.8294934246048065e-07,2.0405597845854106e-07,1.3962566406685018e-07
24,20,1234,101,192,1.7671302192312006e-07,2.030198193244822e-07,1.3829487163883722e-07
24,20,1234,101,193,1.743218761298762e-07,1.965463471639576e-07,1.3687731771095935e-07
24,20,1234,101,194,1.7318118545760294e-07,1.960074614430795e-07,1.3325423997276575e-07
24,20,1234,101,195,1.647760214713737e-07,1.9019410013837917e-07,1.326743113206517e-07
24,20,1234,101,196,1.6410767645660573e-07,1.8622896638583923e-07,1.2353916287771543e-07
24,20,1234,101,197,1.5923825438424473e-07,1.825057569803083e-07,1.2325982125283597e-07
24,20,1234,101,198,1.5866917902688622e-07,1.7895295194566224e-07,1.205630750098021e-07
24,20,1234,101,199,1.5376252481864802e-07,1.719175351413361e-07,1.1471879134942672e-07
24,20,1234,101,200,1.5194115667811216e-07,1.6801931642325199e-07,1.1415552248731846e-07
24,20,1234,101,201,1.4861368155493394e-07,1.65851066745032e-07,1.1051461848820975e-07
24,20,1234,101,202,1.4332102643063997e-07,1.6437887489143705e-07,1.0992147703971506e-07
24,20,1234,101,203,1.4029695120792164e-07,1.624271230345165e-07,1.0761982687187699e-07
24,20,1234,101,204,1.3939609926039916e-07,1.6046222669164605e-07,1.0436076531221151e-07
24,20,1234,101,205,1.3607442611321767e-07,1.5683195777873476e-07,1.0214338996905806e-07
24,20,1234,101,206,1.3431019903759008e-07,1.5386457558695797e-07,9.899991726304696e-08
24,20,1234,101,207,1.303500735131273e-07,1.5202474225434872e-07,9.807109359664214e-08
24,20,1234,101,208,1.2639638534514338e-07,1.482268356265276e-07,9.564583474334701e-08
24,20,1234,101,209,1.2352099328717788e-07,1.4721353913913628e-07,9.408476433622348e-08
24,20,1234,101,210,1.2283630636875609e-07,1.456827826982176e-07,8.939045028208096e-08
24,20,1234,101,211,1.1723886201731085e-07,1.4023408513141182e-07,8.891524846108548e-08
24,20,1234,101,212,1.1719308606475615e-07,1.3651526200708734e-07,8.738501567526745e-08
24,20,1234,101,213,1.1531747230001116e-07,1.3407861139347784e-07,8.477382463285843e-08
24,20,1234,101,214,1.1174897167019091e-07,1.3158185997562302e-07,8.26832547424153e-08
24,20,1234,101,215,1.1027338003054917e-07,1.289718251236448e-07,8.24014491288825e-08
24,20,1234,101,216,1.0667274987538546e-07,1.2723330906255547e-07,8.059038209950584e-08
24,20,1234,101,217,1.0555741587772825e-07,1.2497111465353868e-07,7.877863790522001e-08
24,20,1234,101,218,1.007843352933525e-07,1.241698882536744e-07,7.837446152401675e-08
24,20,1234,101,219,9.948237722142187e-08,1.227996877461608e-07,7.751193930726458e-08
24,20,1234,101,220,9.883692618322123e-08,1.1276819321343164e-07,7.520018514356541e-08
24,20,1234,101,221,9.871826261111628e-08,1.1150923826058668e-07,7.303108545088619e-08
24,20,1234,101,222,9.556324712341972e-08,1.1110392865885549e-07,7.24010054150013e-08
24,20,1234,101,223,9.443294018257183e-08,1.078193658165247e-07,7.032733944839935e-08
24,20,1234,101,224,9.147163970047671e-08,1.069928681641484e-07,6.971738415922981e-08
24,20,1234,101,225,9.04246401802761e-08,1.0363057131672447e-07,6.848403846974987e-08
24,20,1234,101,226,8.986473545830697e-08,1.0229048043929658e-07,6.765656269738432e-08
24,20,1234,101,227,8.596461251280972e-08,1.0066716773223004e-07,6.594545562378398e-08
24,20,1234,101,228,8.592666061550264e-08,9.872981943853759e-08,6.493525426648927e-08
24,20,1234,101,229,8.444897132665229e-08,9.839404358848344e-08,6.305139124189516e-08
24,20,1234,101,230,8.38886330456903e-08,9.761367472727481e-08,6.23318047674329e-08
24,20,1234,101,231,8.028966603366017e-08,9.344442833483651e-08,6.087974562085124e-08
24,20,1234,101,232,8.008320333999213e-08,9.192095670705136e-08,5.807165313434117e-08
24,20,1234,101,233,7.727178815773673e-08,8.979117878633053e-08,5.704414480135588e-08
24,20,1234,101,234,7.660180784932272e-08,8.857490136995291e-08,5.5876124347315745e-08
24,20,1234,101,235,7.546757422598687e-08,8.810152291923882e-08,5.5638242090760066e-08
24,20,1234,101,236,7.391501670546538e-08,8.576780852095664e-08,5.4300389674494955e-08
24,20,1234,101,237,7.237635880685415e-08,8.280460533251181e-08,5.386731533105725e-08
24,20,1234,101,238,7.107563803047421e-08,8.170846734079844e-08,5.2780647306270866e-08
24,20,1234,101,239,7.028411385490707e-08,8.106866579649956e-08,5.158876953289509e-08
24,20,1234,101,240,6.888204440347955e-08,7.931443261915171e-08,5.098488100593268e-08
24,20,1234,101,241,6.702283994072156e-08,7.895787546400597e-08,5.0260253909659347e-08
24,20,1234,101,242,6.69331534062489e-08,7.727175666387423e-08,4.9907431306394435e-08
24,20,1234,101,243,6.386598144557376e-08,7.651714644943413e-08,4.8158557622758034e-08
24,20,1234,101,244,6.382335047778678e-08,7.333401189723769e-08,4.803817456079616e-08
24,20,1234,101,245,6.097154194185913e-08,7.327739483053025e-08,4.718520019057909e-08
24,20,1234,101,246,6.038675699607681e-08,6.868312676560956e-08,4.613105811155147e-08
24,20,1234,101,247,5.985844974873085e-08,6.833591366089644e-08,4.502891038718852e-08
24,20,1234,101,248,5.750010476842019e-08,6.709433508617747e-08,4.4311393783228095e-08
24,20,1234,101,249,5.675441113334612e-08,6.686729268433752e-08,4.279868414861413e-08
24,20,1234,101,250,5.545418168954958e-08,6.567872876251877e-08,4.246961055424001e-08
24,20,1234,101,251,5.488181263679448e-08,6.383475374642358e-08,4.167170802008564e-08
24,20,1234,101,252,5.4453484527298855e-08,6.355368289426665e-08,4.0929799867809986e-08
24,20,1234,101,253,5.4376824009197204e-08,6.26141811652654e-08,4.0610936148107084e-08
24,20,1234,101,254,5.245700449731281e-08,6.216664902865098e-08,3.883554608373237e-08
24,20,1234,101,255,5.2315156405191484e-08,6.081277010845257e-08,3.8725509616444544e-08
24,20,1234,101,256,5.1290482997525377e-08,6.048239212422321e-08,3.7247694443972775e-08
24,20,1234,101,257,5.0302564411052824e-08,5.800470451679641e-08,3.6696404623581814e-08
24,20,1234,101,258,4.733550372932188e-08,5.679848955471595e-08,3.661838521578294e-08
24,20,1234,101,259,4.705730736702261e-08,5.647923092541609e-08,3.5976952698138706e-08
24,20,1234,101,260,4.679001944008559e-08,5.5359059800713786e-08,3.4790304658296484e-08
24,20,1234,101,261,4.5090671386482295e-08,5.495280242893997e-08,3.446925710543529e-08
24,20,1234,101,262,4.454978121047701e-08,5.44864356807816e-08,3.3096767946696436e-08
24,20,1234,101,263,4.339183460238459e-08,5.242404563723818e-08,3.224840366944788e-08
24,20,1234,101,264,4.257167240812049e-08,5.1423878786673385e-08,3.2036700505252765e-08
24,20,1234,101,265,4.2408447979380117e-08,5.113753972786764e-08,3.1353035691677474e-08
24,20,1234,101,266,4.2226858592793784e-08,4.9850411891537867e-08,3.114959533153984e-08
24,20,1234,101,267,4.116456867058327e-08,4.931018016910051e-08,3.077182183285059e-08
24,20,1234,101,268,4.0199856832028225e-08,4.8074570670936644e-08,2.9955669731991166e-08
24,20,1234,101,269,3.9228622303258394e-08,4.667851074220521e-08,2.9421743155061578e-08
24,20,1234,101,270,3.907979328735392e-08,4.562069394914227e-08,2.902968150197151e-08
24,20,1234,101,271,3.779049592001652e-08,4.51144635735742e-08,2.827279316313645e-08
24,20,1234,101,272,3.695783261573058e-08,4.449968974105642e-08,2.801600607267919e-08
24,20,1234,101,273,3.6385534433596936e-08,4.312381048198085e-08,2.759095035167772e-08
24,20,1234,101,274,3.602053305578281e-08,4.2606776503274036e-08,2.6724164310964818e-08
24,20,1234,101,275,3.547374190603024e-08,4.1327319949249736e-08,2.6487853606608867e-08
24,20,1234,101,276,3.486604798527709e-08,4.090157401612547e-08,2.5620138531580068e-08
24,20,1234,101,277,3.400891832185277e-08,4.066780042505547e-08,2.5497414166500565e-08
24,20,1234,101,278,3.3630824154028814e-08,4.0418993683859065e-08,2.5134575782795477e-08
24,20,1234,101,279,3.259279780346254e-08,3.926904337318847e-08,2.4441074157677685e-08
24,20,1234,101,280,3.222627123929852e-08,3.8470831590426225e-08,2.4187477144102774e-08
24,20,1234,101,281,3.1429835770268774e-08,3.8187757065813947e-08,2.3482960305961333e-08
24,20,1234,101,282,3.025730645818303e-08,3.712995654906118e-08,2.29294098393766e-08
24,20,1234,101,283,2.963916693823328e-08,3.71092894678406e-08,2.2504367600081076e-08
24,20,1234,101,284,2.9431902186171972e-08,3.6808748684412655e-08,2.216303505890026e-08
24,20,1234,101,285,2.8943901872713616e-08,3.635308229391286e-08,2.2057189912400982e-08
24,20,1234,101,286,2.8902477355759512e-08,3.449075616790133e-08,2.1396726142085844e-08
24,20,1234,101,287,2.8187905276958916e-08,3.4355130895678924e-08,2.1254728130142963e-08
24,20,1234,101,288,2.8164160815730194e-08,3.3781843218711236e-08,2.1046241636159796e-08
24,20,1234,101,289,2.729102184592124e-08,3.370678977751763e-08,2.0300228763412256e-08
24,20,1234,101,290,2.6944391684850217e-08,3.31152313853897e-08,1.9947784334300255e-08
24,20,1234,101,291,2.587099854523757e-08,3.2454589726499755e-08,1.952671615417853e-08
24,20,1234,101,292,2.576032748616832e-08,3.217538594408068e-08,1.9318058772324168e-08
24,20,1234,101,293,2.5260904757425265e-08,3.173295475986132e-08,1.9225470693690168e-08
24,20,1234,101,294,2.50404439271085e-08,3.132350560698461e-08,1.8597151680784328e-08
24,20,1234,101,295,2.493149406699076e-08,3.1005232442838645e-08,1.840447330859027e-08
24,20,1234,101,296,2.4703774173223407e-08,3.009082298099354e-08,1.7846980802634204e-08
24,20,1234,101,297,2.3911756546308905e-08,3.0027574901342085e-08,1.753560986005238e-08
24,20,1234,101,298,2.3646621438545265e-08,2.9573996707667393e-08,1.6927494447843202e-08
24,20,1234,101,299,2.3332726969395783e-08,2.8899469305384782e-08,1.6836124030511188e-08
24,20,1234,101,300,2.3065192670853248e-08,2.8543307681866785e-08,1.65712051736304e-08
24,20,1234,101,301,2.2978565023139657e-08,2.8420480084670403e-08,1.6447667686659325e-08
24,20,1234,101,302,2.2948518175061296e-08,2.813782023490349e-08,1.617334747565696e-08
24,20,1234,101,303,2.2049613048769263e-08,2.7834435657634603e-08,1.6050027668363103e-08
24,20,1234,101,304,2.1882594319253978e-08,2.7217900269448017e-08,1.5901478809403735e-08
24,20,1234,101,305,2.1259880590492603e-08,2.6637502441131606e-08,1.551067166542895e-08
24,20,1234,101,306,2.1062128915673117e-08,2.640853829081886e-08,1.5271325075706494e-08
24,20,1234,101,307,2.0717362546771013e-08,2.57540299295631e-08,1.5216639443300854e-08
24,20,1234,101,308,2.040571525625524e-08,2.5450706471721532e-08,1.457846307941977e-08
24,20,1234,101,309,2.0059170366571622e-08,2.5109076517266088e-08,1.449682176695515e-08
24,20,1234,101,310,1.9615984693885708e-08,2.468599642185758e-08,1.4248408512867154e-08
