N,seed_qsk,seed_nqs,model,energy,rel_energy_error,energy_variance
14,6666,202.0,HRBM (Hyperbolic),-14.882255781877893,0.0001682841188197136,0.01957482125504839
14,6666,303.0,RBM (Euclidean),-14.875245974932184,0.0006392226250008775,0.05847893380428104
14,6666,303.0,HRBM (Hyperbolic),-14.881433333911554,0.00022353848169721823,0.024869761926851197
14,6666,404.0,RBM (Euclidean),-14.8826604627968,0.00014109651880362474,0.01599851284822762
14,6666,404.0,HRBM (Hyperbolic),-14.882567568899141,0.00014733739158877927,0.01752413226009253
14,6666,505.0,RBM (Euclidean),-14.882918722795072,0.00012374588721922937,0.013866322599142222
14,6666,505.0,HRBM (Hyperbolic),-14.882174613965704,0.00017373720698777616,0.020028930088500374
14,9012,,Exact GS,-14.777943671992197,0.0,0.0
14,9012,101.0,RBM (Euclidean),-14.773279429659679,0.0003156218778501892,0.029352602043417164
14,9012,101.0,HRBM (Hyperbolic),-14.775520532011148,0.00016397003770163916,0.01695042868021801
14,9012,202.0,RBM (Euclidean),-14.776217139150326,0.00011683173790571627,0.012322073554969393
14,9012,202.0,HRBM (Hyperbolic),-14.776472458880493,9.955465688321948e-05,0.011308857487108526
14,9012,303.0,RBM (Euclidean),-14.769756072183114,0.0005540418877493203,0.04611447025743587
14,9012,303.0,HRBM (Hyperbolic),-14.775790932362728,0.00014567247495667114,0.01511311921780134
14,9012,404.0,RBM (Euclidean),-14.761253183792952,0.0011294188535092107,0.08610058440766011
14,9012,404.0,HRBM (Hyperbolic),-14.77585283583851,0.00014148356497326427,0.015215272255375112
14,9012,505.0,RBM (Euclidean),-14.776051335119606,0.00012805143358194456,0.013716925564665416
14,9012,505.0,HRBM (Hyperbolic),-14.776261128028292,0.00011385508033127024,0.012622920545112493
14,9999,,Exact GS,-15.419419320298228,0.0,0.0
14,9999,101.0,RBM (Euclidean),-15.41668122099993,0.00017757473491196438,0.021663017123103145
14,9999,101.0,HRBM (Hyperbolic),-15.415385663034739,0.00026159592522266085,0.03160005775509944
14,9999,202.0,RBM (Euclidean),-15.41610063768328,0.00021522747037426343,0.02514955087059434
14,9999,202.0,HRBM (Hyperbolic),-15.415477503629788,0.00025563976091185154,0.0315879466198794
14,9999,303.0,RBM (Euclidean),-15.415067026841799,0.0002822605291432957,0.033149426755016975
14,9999,303.0,HRBM (Hyperbolic),-15.414051617410578,0.0003481131666601675,0.04179193663438241
14,9999,404.0,RBM (Euclidean),-15.41635665925566,0.00019862363030340773,0.022757951235433893
14,9999,404.0,HRBM (Hyperbolic),-15.41367112424457,0.00037278939850168076,0.0432430043849763
14,9999,505.0,RBM (Euclidean),-15.41587122964905,0.0002301053350633268,0.026278537305387317
14,9999,505.0,HRBM (Hyperbolic),-15.41602605915054,0.00022006413323375404,0.027925797233052663
